,numCTs,unitProt,numVariantsGDA,HPOClass,type,evidenceIndexGDA,numDiseasesAssociatedToGene,geneNcbiID,numPMIDs,evidenceLevelGDA,geneEnsemblIDs,geneNcbiType,geneDSI,geneFullName,genePLI,diseaseUMLSCUI,disease,gene,numVariantsAssociatedToGene,numberPmidsWithChemsIncludedInEvidence,lastRef,numberChemsIncludedInEvidence,pathwayNames,geneDPI,pathwayIDs,numVariantsDisease,proteinClass,DOClass,diseaseClass,semanticType,numGenesDisease,firstRef,scoreGDA
,0,"A0A140VK05,B4DN86,Q92667",0,Growth abnormality (01507),disease,1,3,8165,1,,ENSG00000121057,protein-coding,0.64,A-kinase anchoring protein 1,0.66314,C0028754,Obesity,AKAP1,4,0,2010,0,"Hemostasis,Transport of small molecules",0.7,"R-HSA-109582,R-HSA-382551",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2010,0.65
,0,P21583,0,Growth abnormality (01507),disease,0.857142857142857,26,4254,1,,ENSG00000049130,protein-coding,0.37,KIT ligand,0.90363,C0028754,Obesity,KITLG,15,0,2013,0,"Developmental Biology,Signal Transduction,Disease",0.91,"R-HSA-1266738,R-HSA-162582,R-HSA-1643685",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2013,0.65
,0,Q6VY07,1,Growth abnormality (01507),disease,1,18,55690,1,,ENSG00000175115,protein-coding,0.57,phosphofurin acidic cluster sorting protein 1,1,C0028754,Obesity,PACS1,49,0,2013,0,Disease,0.83,R-HSA-1643685,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2013,0.65
,0,"Q99777,O95398",0,Growth abnormality (01507),disease,1,8,10411,1,,ENSG00000079337,protein-coding,0.55,Rap guanine nucleotide exchange factor 3,2.1102E-28,C0028754,Obesity,RAPGEF3,1,0,2018,0,"Hemostasis,Metabolism,Signal Transduction,Immune System",0.87,"R-HSA-109582,R-HSA-1430728,R-HSA-162582,R-HSA-168256",345,Enzyme modulator,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.65
,0,P09874,0,Growth abnormality (01507),disease,0.875,55,142,1,,ENSG00000143799,protein-coding,0.37,poly(ADP-ribose) polymerase 1,0.99939,C0028754,Obesity,PARP1,5,0,2010,0,"Signal Transduction,Disease,Metabolism of proteins,DNA Repair,Gene expression (Transcription)",0.96,"R-HSA-162582,R-HSA-1643685,R-HSA-392499,R-HSA-73894,R-HSA-74160",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2010,0.65
,0,O15245,0,Growth abnormality (01507),disease,1,4,6580,1,,ENSG00000175003,protein-coding,0.43,solute carrier family 22 member 1,1.7143E-15,C0028754,Obesity,SLC22A1,9,1,2011,1,"Neuronal System,Transport of small molecules,Drug ADME",0.91,"R-HSA-112316,R-HSA-382551,R-HSA-9748784",345,Transporter,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.65
,0,Q8NER1,0,Growth abnormality (01507),disease,1,17,7442,1,,ENSG00000196689,protein-coding,0.47,transient receptor potential cation channel subfamily V member 1,5.9539E-30,C0028754,Obesity,TRPV1,1,0,2007,0,Transport of small molecules,1,R-HSA-382551,345,Ion channel,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2007,0.65
,0,O75390,0,Growth abnormality (01507),disease,1,9,1431,1,,ENSG00000062485,protein-coding,0.56,citrate synthase,,C0028754,Obesity,CS,4,0,2011,0,"Metabolism,Metabolism of proteins,Protein localization",0.78,"R-HSA-1430728,R-HSA-392499,R-HSA-9609507",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.65
,0,O00763,0,Growth abnormality (01507),disease,0.9,5,32,1,,ENSG00000076555,protein-coding,0.61,acetyl-CoA carboxylase beta,2.4266E-49,C0028754,Obesity,ACACB,12,0,2011,0,Metabolism,0.74,R-HSA-1430728,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.65
,0,O15240,0,Growth abnormality (01507),disease,1,7,7425,1,,ENSG00000128564,protein-coding,0.57,VGF nerve growth factor inducible,0.0087032,C0028754,Obesity,VGF,0,0,2002,0,"Signal Transduction,Metabolism of proteins",0.74,"R-HSA-162582,R-HSA-392499",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2002,0.65
,0,,0,Growth abnormality (01507),disease,1,9,406920,1,,ENSG00000283871,ncRNA,0.55,microRNA 130b,,C0028754,Obesity,MIR130B,0,0,2017,0,,0.83,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2017,0.65
,0,"Q8N2Y6,Q15911",0,Growth abnormality (01507),disease,0.666666666666667,29,463,1,,ENSG00000140836,protein-coding,0.48,zinc finger homeobox 3,1,C0028754,Obesity,ZFHX3,86,0,2018,0,Gene expression (Transcription),0.96,R-HSA-74160,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.65
,0,"Q96IY4,A0A087WSY5",0,Growth abnormality (01507),disease,1,3,1361,1,,ENSG00000080618,protein-coding,0.5,carboxypeptidase B2,3.0686E-10,C0028754,Obesity,CPB2,0,0,2006,0,"Immune System,Metabolism of proteins",0.87,"R-HSA-168256,R-HSA-392499",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2006,0.65
,0,"Q53TK1,Q16678",0,Growth abnormality (01507),disease,1,40,1545,1,,ENSG00000138061,protein-coding,0.43,cytochrome P450 family 1 subfamily B member 1,0.0000014942,C0028754,Obesity,CYP1B1,184,0,2016,0,"Metabolism,Disease",0.91,"R-HSA-1430728,R-HSA-1643685",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2016,0.65
,0,"P15559,B4DLR8",0,Growth abnormality (01507),disease,1,44,1728,1,,ENSG00000181019,protein-coding,0.44,NAD(P)H quinone dehydrogenase 1,0.000000023078,C0028754,Obesity,NQO1,2,0,2007,0,"Metabolism,Cellular responses to stimuli",0.91,"R-HSA-1430728,R-HSA-8953897",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2007,0.65
,0,"P99999,G4XXL9",0,Growth abnormality (01507),disease,1,23,54205,1,,ENSG00000172115,protein-coding,0.42,"cytochrome c, somatic",0.97706,C0028754,Obesity,CYCS,23,0,2005,0,"Metabolism,Organelle biogenesis and maintenance,Programmed Cell Death,Gene expression (Transcription),Cellular responses to stimuli",0.91,"R-HSA-1430728,R-HSA-1852241,R-HSA-5357801,R-HSA-74160,R-HSA-8953897",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2005,0.65
,0,"V9HWA3,P07451",0,Growth abnormality (01507),disease,1,5,761,1,,ENSG00000164879,protein-coding,0.52,carbonic anhydrase 3,0.000012791,C0028754,Obesity,CA3,0,0,2011,0,Metabolism,0.96,R-HSA-1430728,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.65
,0,P22897,0,Growth abnormality (01507),disease,1,6,4360,1,,ENSG00000260314,protein-coding,0.46,mannose receptor C-type 1,,C0028754,Obesity,MRC1,3,0,2018,0,"Disease,Immune System",0.87,"R-HSA-1643685,R-HSA-168256",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.65
,0,"Q0ZFD6,P00156",1,Growth abnormality (01507),disease,1,30,4519,1,,,protein-coding,0.49,cytochrome b,,C0028754,Obesity,CYTB,371,0,2003,0,Metabolism,0.87,R-HSA-1430728,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2003,0.65
,0,"P53396,Q4LE36",0,Growth abnormality (01507),disease,1,4,47,1,,ENSG00000131473,protein-coding,0.51,ATP citrate lyase,1,C0028754,Obesity,ACLY,1,0,2011,0,"Metabolism,Immune System",0.91,"R-HSA-1430728,R-HSA-168256",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.65
,0,O15244,0,Growth abnormality (01507),disease,1,5,6582,1,,ENSG00000112499,protein-coding,0.43,solute carrier family 22 member 2,0.000000059102,C0028754,Obesity,SLC22A2,3,1,2016,1,"Neuronal System,Transport of small molecules,Drug ADME",0.91,"R-HSA-112316,R-HSA-382551,R-HSA-9748784",345,Transporter,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2016,0.65
,0,"Q6FG41,P01100",0,Growth abnormality (01507),disease,0.9,31,2353,1,,ENSG00000170345,protein-coding,0.36,"Fos proto-oncogene, AP-1 transcription factor subunit",0.8667,C0028754,Obesity,FOS,1,0,2016,0,"Signal Transduction,Immune System,Gene expression (Transcription),Cellular responses to stimuli",0.91,"R-HSA-162582,R-HSA-168256,R-HSA-74160,R-HSA-8953897",345,Transcription factor,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2016,0.65
,0,"F1DAL4,Q14994",0,Growth abnormality (01507),disease,1,8,9970,1,,ENSG00000143257,protein-coding,0.57,nuclear receptor subfamily 1 group I member 3,0.0000000031924,C0028754,Obesity,NR1I3,1,0,2010,0,Gene expression (Transcription),0.83,R-HSA-74160,345,Nuclear receptor,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2010,0.65
,0,P22303,0,Growth abnormality (01507),disease,1,26,43,1,,ENSG00000087085,protein-coding,0.42,acetylcholinesterase (Yt blood group),0.81104,C0028754,Obesity,ACHE,3,0,2018,0,"Neuronal System,Metabolism,Metabolism of proteins",0.96,"R-HSA-112316,R-HSA-1430728,R-HSA-392499",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.65
,0,P23378,1,Growth abnormality (01507),disease,1,10,2731,1,,ENSG00000178445,protein-coding,0.54,glycine decarboxylase,2.3842E-21,C0028754,Obesity,GLDC,704,0,2000,0,Metabolism,0.87,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2000,0.65
,0,Q6VAB6,1,Growth abnormality (01507),disease,1,8,283455,1,,ENSG00000171435,protein-coding,0.69,kinase suppressor of ras 2,1,C0028754,Obesity,KSR2,22,0,2013,0,"Signal Transduction,Disease",0.61,"R-HSA-162582,R-HSA-1643685",345,Kinase,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2013,0.65
,0,P35558,0,Growth abnormality (01507),disease,1,10,5105,1,,ENSG00000124253,protein-coding,0.53,phosphoenolpyruvate carboxykinase 1,6.2994E-13,C0028754,Obesity,PCK1,63,0,2011,0,"Developmental Biology,Metabolism,Signal Transduction,Gene expression (Transcription),Drug ADME",0.74,"R-HSA-1266738,R-HSA-1430728,R-HSA-162582,R-HSA-74160,R-HSA-9748784",345,Kinase,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.65
,0,P48163,0,Growth abnormality (01507),disease,1,5,4199,1,,ENSG00000065833,protein-coding,0.57,malic enzyme 1,0.0000000045364,C0028754,Obesity,ME1,2,0,2009,0,"Metabolism,Cellular responses to stimuli",0.91,"R-HSA-1430728,R-HSA-8953897",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2009,0.65
,0,P80365,0,Growth abnormality (01507),disease,0.857142857142857,11,3291,0,,ENSG00000176387,protein-coding,0.51,hydroxysteroid 11-beta dehydrogenase 2,0.00000033476,C0028754,Obesity,HSD11B2,26,0,,0,"Metabolism,Drug ADME",0.87,"R-HSA-1430728,R-HSA-9748784",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.65
,0,"B4DYR6,O00429",1,Growth abnormality (01507),disease,0.666666666666667,18,10059,0,,ENSG00000087470,protein-coding,0.46,dynamin 1 like,0.92169,C0028754,Obesity,DNM1L,36,0,,0,Programmed Cell Death,0.91,R-HSA-5357801,345,Enzyme modulator,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.65
,0,"P07101,P78428",0,Growth abnormality (01507),disease,1,32,7054,0,,ENSG00000180176,protein-coding,0.45,tyrosine hydroxylase,,C0028754,Obesity,TH,329,0,,0,Metabolism,0.91,R-HSA-1430728,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.65
,0,"Q9BX66,B4DTX5",0,Growth abnormality (01507),disease,1,4,10580,0,,ENSG00000095637,protein-coding,0.65,sorbin and SH3 domain containing 1,0.0000000012101,C0028754,Obesity,SORBS1,9,0,,0,Muscle contraction,0.7,R-HSA-397014,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.65
,0,P18089,0,Growth abnormality (01507),disease,0.833333333333333,13,151,0,,ENSG00000274286,protein-coding,0.52,adrenoceptor alpha 2B,0.00000082996,C0028754,Obesity,ADRA2B,7,0,,0,"Hemostasis,Signal Transduction",0.83,"R-HSA-109582,R-HSA-162582",345,G-protein coupled receptor,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.65
,0,P24592,0,Growth abnormality (01507),disease,1,6,3489,0,,ENSG00000167779,protein-coding,0.55,insulin like growth factor binding protein 6,7.9711E-10,C0028754,Obesity,IGFBP6,1,0,,0,Metabolism of proteins,0.83,R-HSA-392499,345,Enzyme modulator,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.65
,0,Q9H221,0,Growth abnormality (01507),disease,1,18,64241,0,,ENSG00000143921,protein-coding,0.54,ATP binding cassette subfamily G member 8,4.8917E-31,C0028754,Obesity,ABCG8,171,0,,0,"Signal Transduction,Disease,Transport of small molecules",0.61,"R-HSA-162582,R-HSA-1643685,R-HSA-382551",345,Transporter,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.65
,0,P51587,1,Growth abnormality (01507),disease,1,99,675,0,,ENSG00000139618,protein-coding,0.36,BRCA2 DNA repair associated,5.7691E-44,C0028754,Obesity,BRCA2,8841,0,,0,"Reproduction,Cell Cycle,Disease,DNA Repair",0.96,"R-HSA-1474165,R-HSA-1640170,R-HSA-1643685,R-HSA-73894",345,Nucleic acid binding,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.65
,0,P15954,0,Growth abnormality (01507),disease,1,1,1350,1,,ENSG00000127184,protein-coding,0.77,cytochrome c oxidase subunit 7C,0.6564,C0028754,Obesity,COX7C,0,0,2011,0,"Metabolism,Gene expression (Transcription),Cellular responses to stimuli",0.48,"R-HSA-1430728,R-HSA-74160,R-HSA-8953897",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.6
,0,O75751,0,Growth abnormality (01507),disease,1,6,6581,1,,ENSG00000146477,protein-coding,0.44,solute carrier family 22 member 3,5.2221E-14,C0028754,Obesity,SLC22A3,33,0,2016,0,"Transport of small molecules,Drug ADME",0.91,"R-HSA-382551,R-HSA-9748784",345,Transporter,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2016,0.6
,0,,0,Growth abnormality (01507),disease,1,6,406919,1,,ENSG00000208009,ncRNA,0.52,microRNA 130a,,C0028754,Obesity,MIR130A,0,0,2017,0,,0.87,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2017,0.6
,0,"P02792,A0A384MDR3",0,Growth abnormality (01507),disease,1,18,2512,1,,ENSG00000087086,protein-coding,0.53,ferritin light chain,0.0000020735,C0028754,Obesity,FTL,77,0,2011,0,"Immune System,Transport of small molecules,Vesicle-mediated transport",0.91,"R-HSA-168256,R-HSA-382551,R-HSA-5653656",345,Storage,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.6
,0,"B2R5T5,P10644",0,Growth abnormality (01507),disease,1,26,5573,1,,ENSG00000108946,protein-coding,0.43,protein kinase cAMP-dependent type I regulatory subunit alpha,1,C0028754,Obesity,PRKAR1A,346,0,2018,0,"Hemostasis,Neuronal System,Metabolism,Signal Transduction,Disease,Transport of small molecules",0.96,"R-HSA-109582,R-HSA-112316,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-382551",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.6
,0,P98172,0,Growth abnormality (01507),disease,1,9,1947,1,,ENSG00000090776,protein-coding,0.52,ephrin B1,,C0028754,Obesity,EFNB1,32,0,2013,0,Developmental Biology,0.87,R-HSA-1266738,345,Signaling,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2013,0.6
,0,"Q6P1N1,Q9P0J1",0,Growth abnormality (01507),disease,0.5,4,54704,0,,ENSG00000164951,protein-coding,0.61,pyruvate dehydrogenase phosphatase catalytic subunit 1,0.93829,C0028754,Obesity,PDP1,10,0,,0,Metabolism,0.78,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,,0.6
,0,Q96FI4,0,Growth abnormality (01507),disease,1,11,79661,2,,ENSG00000140398,protein-coding,0.61,nei like DNA glycosylase 1,0.000000094071,C0028754,Obesity,NEIL1,4,0,2011,0,"Disease,DNA Repair",0.83,"R-HSA-1643685,R-HSA-73894",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2006,0.55
,0,"B4DDM7,B4DU64,O75354,B4DHS2,B4E1D1",0,Growth abnormality (01507),disease,1,2,955,1,,ENSG00000197586,protein-coding,0.8,ectonucleoside triphosphate diphosphohydrolase 6,1.4217E-11,C0028754,Obesity,ENTPD6,8,0,2018,0,Metabolism,0.35,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.55
,0,,0,Growth abnormality (01507),disease,1,4,406960,1,,ENSG00000207695,ncRNA,0.54,microRNA 184,,C0028754,Obesity,MIR184,3,0,2013,0,,0.87,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2013,0.55
,0,Q9BY12,1,Growth abnormality (01507),disease,1,15,49855,1,,ENSG00000140386,protein-coding,0.55,S-phase cyclin A associated protein in the ER,1.9905E-11,C0028754,Obesity,SCAPER,54,0,2019,0,,0.96,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2019,0.55
,0,Q12882,0,Growth abnormality (01507),disease,1,52,1806,1,,ENSG00000188641,protein-coding,0.45,dihydropyrimidine dehydrogenase,5.5849E-30,C0028754,Obesity,DPYD,220,0,2011,0,Metabolism,0.91,R-HSA-1430728,345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.55
,0,"P14902,A0A348GSI3",0,Growth abnormality (01507),disease,1,13,3620,1,,ENSG00000131203,protein-coding,0.47,"indoleamine 2,3-dioxygenase 1",0.000046979,C0028754,Obesity,IDO1,0,0,2016,0,Metabolism,0.91,R-HSA-1430728,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2016,0.55
,0,"Q7Z6C1,Q09472",0,Growth abnormality (01507),disease,1,56,2033,1,,ENSG00000100393,protein-coding,0.42,E1A binding protein p300,1,C0028754,Obesity,EP300,224,1,2015,1,"Developmental Biology,Metabolism,Signal Transduction,Cell Cycle,Disease,Immune System,Metabolism of proteins,Circadian Clock,Chromatin organization,Gene expression (Transcription),Cellular responses to stimuli",0.96,"R-HSA-1266738,R-HSA-1430728,R-HSA-162582,R-HSA-1640170,R-HSA-1643685,R-HSA-168256,R-HSA-392499,R-HSA-400253,R-HSA-4839726,R-HSA-74160,R-HSA-8953897",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2015,0.55
,0,Q96C11,0,Growth abnormality (01507),disease,1,2,55277,1,,ENSG00000172456,protein-coding,0.75,FGGY carbohydrate kinase domain containing,2.3937E-16,C0028754,Obesity,FGGY,8,0,2018,0,,0.52,,345,Kinase,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.55
,0,Q14929,0,Growth abnormality (01507),disease,1,1,169841,1,,ENSG00000175787,protein-coding,0.85,zinc finger protein 169,0.0002082,C0028754,Obesity,ZNF169,3,0,2018,0,Gene expression (Transcription),0.17,R-HSA-74160,345,Transcription factor,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.55
,0,O60861,0,Growth abnormality (01507),disease,1,1,8522,1,,ENSG00000007237,protein-coding,0.63,growth arrest specific 7,0.023744,C0028754,Obesity,GAS7,16,0,2009,0,,0.7,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2009,0.55
,0,Q9NRR6,0,Growth abnormality (01507),disease,1,38,56623,1,,ENSG00000148384,protein-coding,0.52,inositol polyphosphate-5-phosphatase E,1.1742E-11,C0028754,Obesity,INPP5E,286,0,2009,0,"Metabolism,Organelle biogenesis and maintenance",0.74,"R-HSA-1430728,R-HSA-1852241",345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2009,0.55
,0,O15156,0,Growth abnormality (01507),disease,1,1,51043,1,,ENSG00000160685,protein-coding,0.58,zinc finger and BTB domain containing 7B,0.98394,C0028754,Obesity,ZBTB7B,9,0,2018,0,,0.87,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.55
,0,P24723,1,Growth abnormality (01507),disease,1,6,5583,1,,ENSG00000027075,protein-coding,0.5,protein kinase C eta,0.99725,C0028754,Obesity,PRKCH,11,0,2013,0,"Hemostasis,Signal Transduction",0.87,"R-HSA-109582,R-HSA-162582",345,Kinase,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2013,0.55
,0,Q9UHB7,0,Growth abnormality (01507),disease,1,8,27125,1,,ENSG00000072364,protein-coding,0.55,ALF transcription elongation factor 4,1,C0028754,Obesity,AFF4,69,0,2015,0,Gene expression (Transcription),0.87,R-HSA-74160,345,Transcription factor,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2015,0.55
,0,Q96K80,0,Growth abnormality (01507),disease,0,3,84872,1,,ENSG00000135482,protein-coding,0.85,zinc finger CCCH-type containing 10,0.049098,C0028754,Obesity,ZC3H10,1,0,2019,0,,0.22,,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2019,0.55
,0,"B4DMF6,O75192,B2R8C6",0,Growth abnormality (01507),disease,1,4,8800,1,,ENSG00000166821,protein-coding,0.74,peroxisomal biogenesis factor 11 alpha,0.00011204,C0028754,Obesity,PEX11A,1,0,2019,0,Metabolism,0.48,R-HSA-1430728,345,,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2019,0.55
,0,O60669,0,Growth abnormality (01507),disease,1,1,9194,1,,ENSG00000118596,protein-coding,0.63,solute carrier family 16 member 7,0.0000000022409,C0028754,Obesity,SLC16A7,5,0,2011,0,Transport of small molecules,0.74,R-HSA-382551,345,Transporter,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.55
,0,Q9UPR6,0,Growth abnormality (01507),disease,1,1,23217,1,,ENSG00000105278,protein-coding,0.85,zinc finger RNA binding protein 2,3.087E-44,C0028754,Obesity,ZFR2,2,0,2018,0,,0.17,,345,Nucleic acid binding,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2018,0.55
,0,"A8YXX4,P15104",0,Growth abnormality (01507),disease,1,17,2752,1,,ENSG00000135821,protein-coding,0.46,glutamate-ammonia ligase,0.9997,C0028754,Obesity,GLUL,115,0,2011,0,"Neuronal System,Metabolism",0.91,"R-HSA-112316,R-HSA-1430728",345,Enzyme,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2011,0.55
,0,"G4XH68,Q13304",0,Growth abnormality (01507),disease,1,7,2840,1,,ENSG00000144230,protein-coding,0.62,G protein-coupled receptor 17,0.013761,C0028754,Obesity,GPR17,3,0,2021,0,Signal Transduction,0.78,R-HSA-162582,345,G-protein coupled receptor,disease of metabolism (0014667),"Nutritional and Metabolic Diseases,Pathological Conditions, Signs and Symptoms",Disease or Syndrome (T047),300,2021,0.55
